Rion paiement;Nom de l'oeuvre;Identifiant de l'oeuvre;Nom compositeur;Genre;Familles;Types d'utilisation;Utilisateurs;Pays;Période d’exploitation;Quantité;Titre de l'oeuvre liée;Genre de l'oeuvre liée;Oeuvre composite;Titre du support;Type de support;Producteur;Marque;Produit;EAN13;Référence Catalogue;Répartition d'origine;Type de répartition;Type de remboursement;Titulaire du catalogue;Catalogue éditorial;COAD du catalogue éditorial;Rôle;Catalogue éditorial original;COAD du catalogue éditorial original;Origine éditoriale;Répertoire DE;Répertoire PHONO;Clé DE;Clé DR;Clé PHONO;Montant DE (Euros);Montant DR (Euros);Montant Phono (Euros);Mes droits en NET (Euros)
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;FRANCE;2021T3;257253;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;7,330000;0,000000;16,310000;23,640000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;PAYS-BAS;2021T4;1590;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,040000;0,000000;0,000000;0,040000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;FRANCE;2021T1;16895;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,390000;0,000000;0,850000;1,240000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ROYAUME-UNI;2021T3;127;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;FRANCE;2021T3;257253;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;7,310000;0,000000;16,300000;23,610000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;ESPAGNE;2021T4;112;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;MAROC;2021T2;28794;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,030000;0,000000;0,000000;0,030000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;PORTUGAL;2021T1;2066;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;DANEMARK;2021T4;89;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;AUTRICHE;2021T3;223;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ROYAUME-UNI;2021T3;127;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;LUXEMBOURG;2021T4;3394;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,190000;0,000000;0,370000;0,560000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;REUNION;2021T3;90592;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,160000;0,000000;0,130000;0,290000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;FINLANDE;2021T4;117;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;SUISSE;2021T4;5064;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,630000;0,000000;0,000000;0,630000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;MAROC;2021T2;28794;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,030000;0,000000;0,000000;0,030000
656;FIRE;4362423911;BORA VAKENE;Chant;Online;Streaming;Spotify;BELGIQUE;2021T1;442;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,33333015;;;0,040000;0,000000;0,000000;0,040000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;BELGIQUE;2021T3;7059;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,730000;0,000000;0,000000;0,730000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;LUXEMBOURG;2021T3;287;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,040000;0,000000;0,070000;0,110000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Télévision;TV Cable;BEIN SPORT Groupe TV;FRANCE;2020S2;1;;;;;;;;;;;655;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;;8,34000015;;0,000000;0,370000;0,000000;0,370000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;ALLEMAGNE;2021T4;740;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,060000;0,000000;0,000000;0,060000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;REUNION;2021T2;116484;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,050000;0,000000;0,040000;0,090000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Copie privée;Copie privée sonore (Phono);Multi utilisateurs;FRANCE;2021S1;393;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;2,150000;2,150000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Radio;Radio hertzienne;Independants divers (GIE);FRANCE;2020S1;4;;;;;;;;;;;653;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;11,11999989;8,34000015;;0,580000;0,130000;0,000000;0,710000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;MONACO;2021T3;300;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,070000;0,070000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Phono;Centralisation;Universal Music France;FRANCE;2020S1;62;;;;;;;;;;060075389898;653;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;0,140000;0,140000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ESPAGNE;2021T1;3210;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,030000;0,000000;0,000000;0,030000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ROYAUME-UNI;2021T4;83;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;DANEMARK;2021T2;156;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Phono;Centralisation;Universal Music France;FRANCE;2020S1;62;;;;;;;;;;060075389898;653;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;0,140000;0,140000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ESPAGNE;2021T1;96;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;SUISSE;2021T2;5215;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,800000;0,000000;0,000000;0,800000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Qobuz;FRANCE;2021T4;25;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,020000;0,020000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;FRANCE;2021T3;1717284;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;23,610000;0,000000;17,700000;41,310000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ALLEMAGNE;2021T1;4373;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,070000;0,000000;0,000000;0,070000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;ALGERIE;2021T4;6622;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Napster Rhapsody;FRANCE;2021T2;7774;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,300000;0,000000;0,670000;0,970000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ALLEMAGNE;2021T3;11642;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,740000;0,000000;0,000000;0,740000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;GUYANE FRANCAISE;2021T3;2412;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;11,11999989;;;0,020000;0,000000;0,000000;0,020000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;LUXEMBOURG;2021T3;3015;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,150000;0,000000;0,340000;0,490000
656;FIRE;4362423911;BORA VAKENE;Chant;Online;Streaming;Deezer;FRANCE;2021T1;1593;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11110020;;8,34000015;0,040000;0,000000;0,140000;0,180000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;MONACO;2021T2;137;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,040000;0,040000
658;FIRE;4362423911;BORA VAKENE;Chant;Online;Streaming;Spotify;FRANCE;2021T3;4696;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11110020;;8,34000015;0,110000;0,000000;0,280000;0,390000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;BELGIQUE;2021T2;13203;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;1,360000;0,000000;0,000000;1,360000
659;FIRE;4362423911;BORA VAKENE;Chant;Online;Streaming;APPLE Music;FRANCE;2022T1;2844;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11110020;;8,34000015;0,140000;0,000000;0,290000;0,430000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;SUISSE;2021T3;47327;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;3,890000;0,000000;0,000000;3,890000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;SUISSE;2021T3;37026;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;1,050000;0,000000;0,000000;1,050000
656;FIRE;4362423911;BORA VAKENE;Chant;Online;Streaming;APPLE Music;FRANCE;2021T1;652;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11110020;;8,34000015;0,020000;0,000000;0,030000;0,050000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Radio;Radio hertzienne;Independants divers (GIE);FRANCE;2019S1;2;;;;;;;;;;;649;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;11,11999989;8,34000015;;0,400000;0,080000;0,000000;0,480000
656;FIRE;4362423911;BORA VAKENE;Chant;Online;Streaming;Spotify;FRANCE;2021T1;8668;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11110020;;8,34000015;0,180000;0,000000;0,380000;0,560000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Télévision;TV Cable;MTV groupe TV;FRANCE;;;;;;;;;;;;;651;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;11,11999989;;;0,110000;0,000000;0,000000;0,110000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;MONACO;2021T4;260;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,050000;0,050000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;PORTUGAL;2021T4;1417;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,010000;0,000000;0,000000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;GUADELOUPE;2021T2;197;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,050000;0,050000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;FRANCE;2021T3;98616;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;4,180000;0,000000;9,270000;13,450000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Copie privée;Copie privée sonore (Radio);Multi utilisateurs;FRANCE;2020S1;2;;;;;;;;;;;652;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;18,220000;18,220000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;MAROC;2021T3;906;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Copie privée;Copie privée sonore (Phono);Multi utilisateurs;FRANCE;2020S1;5777;;;;;;;;;;;652;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;24,200000;24,200000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;BELGIQUE;2021T3;164844;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;2,330000;0,000000;0,000000;2,330000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ROYAUME-UNI;2021T4;3081;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,190000;0,000000;0,000000;0,190000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;FRANCE;2021T1;95586;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;4,760000;0,000000;10,620000;15,380000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Sonorisation;Musique de Sonorisation (CMS);Multi utilisateurs;FRANCE;2020S1;1;;;;;;;;;;;653;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;11,11999989;8,34000015;;5,690000;1,730000;0,000000;7,420000
658;FIRE;4362423911;BORA VAKENE;Chant;Online;Streaming;APPLE Music;FRANCE;2021T4;3595;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11110020;;8,34000015;0,160000;0,000000;0,330000;0,490000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;FRANCE;2021T2;1079189;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;21,500000;0,000000;41,710000;63,210000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;ITALIE;2021T2;2042;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,110000;0,000000;0,000000;0,110000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Sonorisation;Musique de Sonorisation (CMS);Multi utilisateurs;FRANCE;2020S2;1;;;;;;;;;;;655;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;;11,11999989;8,34000015;;0,190000;0,070000;0,000000;0,260000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;ROYAUME-UNI;2021T1;161;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
656;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;APPLE Music;BELGIQUE;2021T2;8306;;;;;;;;;;;656;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,870000;0,000000;0,000000;0,870000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;LUXEMBOURG;2021T3;190;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;A-SACEM;;;8,34000015;0,000000;0,000000;0,050000;0,050000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Copie privée;Copie privée sonore (Phono);Multi utilisateurs;FRANCE;2020S1;5777;;;;;;;;;;;652;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;24,200000;24,200000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Deezer;ALLEMAGNE;2021T4;141;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;ROYAUME-UNI;2021T2;439;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,050000;0,000000;0,000000;0,050000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;LUXEMBOURG;2021T2;3759;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,230000;0,000000;0,330000;0,560000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;GUADELOUPE;2021T3;10110;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,030000;0,000000;0,030000;0,060000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Spotify;FRANCE;2021T4;957564;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;19,730000;0,000000;37,940000;57,670000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Sonorisation;Musique de Sonorisation (CMS);Multi utilisateurs;FRANCE;2020S1;1;;;;;;;;;;;653;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;;;11,11999989;8,34000015;;5,700000;1,720000;0,000000;7,420000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;GUYANE FRANCAISE;2021T4;2162;;;;;;;;;;;659;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;11,11999989;;;0,020000;0,000000;0,000000;0,020000
658;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;MAROC;2021T3;19406;;;;;;;;;;;658;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,030000;0,000000;0,000000;0,030000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;SUEDE;2021T2;460;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,020000;0,000000;0,000000;0,020000
657;FIRE;4362423911;BORA VAKENE;Chant;Online;Streaming;Deezer;FRANCE;2021T2;1766;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11110020;;8,34000015;0,040000;0,000000;0,150000;0,190000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Plateforme Web;Google;FRANCE;2021T2;2258299;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;26,450000;0,000000;19,840000;46,290000
659;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Amazon;LUXEMBOURG;2020T1;6;;;;;;;;;;;658;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Auteur;GUERTNER HARIS;1442176;;A-SACEM;A-SACEM;11,11999989;;8,34000015;0,000000;0,000000;0,010000;0,010000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Online;Streaming;Google;ROYAUME-UNI;2021T2;439;;;;;;;;;;;657;Normale;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;A-SACEM;;8,34000015;;;0,050000;0,000000;0,000000;0,050000
657;amour de jeunesse;4520921611;BRI DARYN;Chant;Phono;Centralisation;Universal Music France;FRANCE;2020S2;393;;;;;;;;;;060075389898;655;Complémentaire Crédit;;GUERTNER Haris;GUERTNER HARIS;1442176;Compositeur;GUERTNER HARIS;1442176;;;;;;8,34000015;0,000000;0,000000;0,830000;0,830000
